periode_data,wilayah,kecamatan,kelurahan,jenis_kelamin,jumlah,keterangan
2023,KOTA ADM. JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,Laki-Laki,117,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Laki-Laki,102,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,Laki-Laki,120,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,Laki-Laki,60,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,JAGAKARSA,CIPEDAK,Laki-Laki,79,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,Laki-Laki,69,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,PESANGGRAHAN,BINTARO,Laki-Laki,100,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,Laki-Laki,130,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Laki-Laki,80,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Laki-Laki,96,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Laki-Laki,65,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Laki-Laki,60,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Laki-Laki,32,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,MATRAMAN,PALMERIAM,Laki-Laki,50,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Laki-Laki,46,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,Laki-Laki,76,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,PULOGADUNG,PULO GADUNG,Laki-Laki,96,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,PULOGADUNG,PISANGAN TIMUR,Laki-Laki,71,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,PULOGADUNG,CIPINANG,Laki-Laki,130,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,PULOGADUNG,JATINEGARA KAUM,Laki-Laki,96,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,PULOGADUNG,RAWAMANGUN,Laki-Laki,112,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,PULOGADUNG,KAYU PUTIH,Laki-Laki,96,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,PULOGADUNG,JATI,Laki-Laki,78,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,Laki-Laki,28,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,JATINEGARA,BIDARA CINA,Laki-Laki,107,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,JATINEGARA,BALI MESTER,Laki-Laki,16,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,Laki-Laki,39,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,Laki-Laki,104,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,Laki-Laki,106,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,Laki-Laki,88,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,Laki-Laki,60,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,KRAMATJATI,KRAMATJATI,Laki-Laki,76,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,KRAMATJATI,TENGAH,Laki-Laki,106,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,KRAMATJATI,DUKUH,Laki-Laki,61,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,KRAMATJATI,BATU AMPAR,Laki-Laki,109,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,KRAMATJATI,BALEKAMBANG,Laki-Laki,45,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,KRAMATJATI,CILILITAN,Laki-Laki,81,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,KRAMATJATI,CAWANG,Laki-Laki,45,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,PASAR REBO,GEDONG,Laki-Laki,83,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,PASAR REBO,BARU,Laki-Laki,62,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Laki-Laki,98,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,PASAR REBO,KALISARI,Laki-Laki,61,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,PASAR REBO,PEKAYON,Laki-Laki,55,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,CAKUNG,JATINEGARA,Laki-Laki,174,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,CAKUNG,RAWA TERATE,Laki-Laki,56,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Laki-Laki,236,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,Laki-Laki,114,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,CAKUNG,PULO GEBANG,Laki-Laki,211,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,Laki-Laki,58,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,Laki-Laki,93,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Laki-Laki,125,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Laki-Laki,140,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,DUREN SAWIT,KLENDER,Laki-Laki,180,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,Laki-Laki,135,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,Laki-Laki,85,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Laki-Laki,86,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,Laki-Laki,90,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,MAKASAR,MAKASAR,Laki-Laki,57,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,MAKASAR,PINANGRANTI,Laki-Laki,55,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,MAKASAR,KEBON PALA,Laki-Laki,80,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMA,Laki-Laki,55,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,Laki-Laki,95,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,CIRACAS,CIRACAS,Laki-Laki,181,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,CIRACAS,CIBUBUR,Laki-Laki,97,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,Laki-Laki,101,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,CIRACAS,SUSUKAN,Laki-Laki,75,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,CIRACAS,RAMBUTAN,Laki-Laki,77,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Laki-Laki,49,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,CIPAYUNG,CILANGKAP,Laki-Laki,54,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,Laki-Laki,52,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,CIPAYUNG,MUNJUL,Laki-Laki,36,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,CIPAYUNG,SETU,Laki-Laki,42,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,Laki-Laki,46,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,Laki-Laki,215,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,CIPAYUNG,CEGER,Laki-Laki,21,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Laki-Laki,134,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,Laki-Laki,10,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Laki-Laki,24,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Laki-Laki,59,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA UTARA,PENJARINGAN,PLUIT,Laki-Laki,34,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,Laki-Laki,98,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,Laki-Laki,130,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Laki-Laki,115,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Laki-Laki,75,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Laki-Laki,102,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Laki-Laki,107,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Laki-Laki,117,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA UTARA,KOJA,KOJA,Laki-Laki,66,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA UTARA,KOJA,TUGU UTARA,Laki-Laki,147,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA UTARA,KOJA,LAGOA,Laki-Laki,133,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA UTARA,KOJA,RAWA BADAK UTARA,Laki-Laki,80,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA UTARA,KOJA,TUGU SELATAN,Laki-Laki,60,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Laki-Laki,96,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA UTARA,CILINCING,CILINCING,Laki-Laki,78,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA UTARA,CILINCING,SUKAPURA,Laki-Laki,133,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA UTARA,CILINCING,MARUNDA,Laki-Laki,55,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA UTARA,CILINCING,KALIBARU,Laki-Laki,85,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA UTARA,CILINCING,SEMPER TIMUR,Laki-Laki,66,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA UTARA,CILINCING,ROROTAN,Laki-Laki,63,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA UTARA,CILINCING,SEMPER BARAT,Laki-Laki,139,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Laki-Laki,74,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Laki-Laki,171,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,Laki-Laki,36,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Laki-Laki,32,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Laki-Laki,58,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,Laki-Laki,76,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,Laki-Laki,96,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,Laki-Laki,161,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,CENGKARENG,RAWA BUAYA,Laki-Laki,98,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,Laki-Laki,59,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,CENGKARENG,KAPUK,Laki-Laki,260,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Laki-Laki,119,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Laki-Laki,29,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Laki-Laki,18,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Laki-Laki,44,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Laki-Laki,55,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Laki-Laki,33,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Laki-Laki,39,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,CIPAYUNG,SETU,Perempuan,26,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,Perempuan,44,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,Perempuan,135,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA TIMUR,CIPAYUNG,CEGER,Perempuan,19,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Perempuan,11,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Perempuan,44,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Perempuan,33,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Perempuan,22,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Perempuan,37,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Perempuan,32,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Perempuan,15,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMAN SARI,KRUKUT,Perempuan,23,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMAN SARI,MAPHAR,Perempuan,10,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMAN SARI,TANGKI,Perempuan,6,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Perempuan,10,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Perempuan,21,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMAN SARI,GLODOK,Perempuan,7,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMAN SARI,PINANGSIA,Perempuan,10,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMBORA,TAMBORA,Perempuan,10,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMBORA,KALI ANYAR,Perempuan,27,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMBORA,DURI UTARA,Perempuan,21,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMBORA,TANAH SEREAL,Perempuan,38,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMBORA,KRENDANG,Perempuan,17,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Perempuan,42,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMBORA,ANGKE,Perempuan,34,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Perempuan,32,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMBORA,PEKOJAN,Perempuan,29,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMBORA,ROA MALAKA,Perempuan,4,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,TAMBORA,DURI SELATAN,Perempuan,9,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Perempuan,62,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Perempuan,62,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Perempuan,52,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,KEBON JERUK,KELAPA DUA,Perempuan,42,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,KEBON JERUK,DURI KEPA,Perempuan,43,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Perempuan,45,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Perempuan,39,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,KALIDERES,KALIDERES,Perempuan,86,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,KALIDERES,SEMANAN,Perempuan,56,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,KALIDERES,TEGAL ALUR,Perempuan,105,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,KALIDERES,KAMAL,Perempuan,69,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,KALIDERES,PEGADUNGAN,Perempuan,65,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,PAL MERAH,PALMERAH,Perempuan,69,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,PAL MERAH,SLIPI,Perempuan,18,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,PAL MERAH,KOTA BAMBU UTARA,Perempuan,37,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,PAL MERAH,JATIPULO,Perempuan,32,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,PAL MERAH,KEMANGGISAN,Perempuan,54,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,PAL MERAH,KOTA BAMBU SELATAN,Perempuan,25,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Perempuan,74,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Perempuan,47,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Perempuan,41,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,KEMBANGAN,SRENGSENG,Perempuan,56,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,KEMBANGAN,JOGLO,Perempuan,56,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Perempuan,39,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,TEBET,TEBET TIMUR,Perempuan,41,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,TEBET,TEBET BARAT,Perempuan,23,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,TEBET,MENTENG DALAM,Perempuan,74,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,TEBET,KEBON BARU,Perempuan,50,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,TEBET,BUKIT DURI,Perempuan,40,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Perempuan,37,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,TEBET,MANGGARAI,Perempuan,30,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,SETIABUDI,SETIA BUDI,Perempuan,6,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,SETIABUDI,KARET SEMANGGI,Perempuan,3,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,SETIABUDI,KARET KUNINGAN,Perempuan,25,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,SETIABUDI,KARET,Perempuan,20,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,SETIABUDI,MENTENG ATAS,Perempuan,55,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,SETIABUDI,PASAR MANGGIS,Perempuan,68,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,SETIABUDI,GUNTUR,Perempuan,11,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,SETIABUDI,KUNINGAN TIMUR,Perempuan,13,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Perempuan,23,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Perempuan,42,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Perempuan,85,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Perempuan,59,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Perempuan,23,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,Perempuan,47,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Perempuan,44,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,Perempuan,44,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,Perempuan,36,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Perempuan,75,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,Perempuan,76,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,Perempuan,86,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,Perempuan,66,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Perempuan,85,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,Perempuan,65,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,Perempuan,59,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,Perempuan,88,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Perempuan,78,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,Perempuan,127,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Perempuan,76,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,CILANDAK,PONDOK LABU,Perempuan,119,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Perempuan,73,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Perempuan,71,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,Perempuan,6,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Perempuan,34,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Perempuan,26,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,KEBAYORAN BARU,SELONG,Perempuan,5,MATI LUAR TAHUN INI
2023,KOTA ADM. JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,Perempuan,12,MATI LUAR TAHUN INI
